302585.442669424	4123942.81645995	
302585.68871907	4123943.4657013	
302585.935290631	4123944.13713474	
302586.199865603	4123944.81924692	
302586.463918591	4123945.47916703	
302586.745714009	4123946.13866986	
302587.018377181	4123946.7872853	
302587.299389605	4123947.41350003	
302587.58040199	4123948.03971478	
302587.870285569	4123948.66572088	
302588.16069105	4123949.31391907	
302588.460228692	4123949.97300465	
302588.72428137	4123950.63292483	
302588.978940843	4123951.27086158	
302589.23360028	4123951.90879834	
302589.470256256	4123952.53605636	
302589.698040974	4123953.16352303	
302589.925564693	4123953.77989366	
302590.135345932	4123954.39668159	
302590.335994947	4123955.00258213	
302590.562996643	4123955.5967607	
302590.780605151	4123956.16895585	
302590.998474601	4123956.75224704	
302591.215561119	4123957.30225013	
302591.451172959	4123957.88512404	
302591.687306703	4123958.49019004	
302591.914830163	4123959.10656072	
302592.133482373	4123959.72314005	
302592.324998963	4123960.31815323	
302592.508166243	4123960.93556714	
302592.673591064	4123961.55339832	
302592.839015864	4123962.17122951	
302592.98617628	4123962.76728591	
302593.142729823	4123963.38532575	
302593.29980528	4123964.02555766	
302593.438355391	4123964.63291874	
302593.568034271	4123965.24048847	
302593.697974102	4123965.85915424	
302593.828174882	4123966.48891604	
302593.959158542	4123967.15196596	
302594.081270973	4123967.81522452	
302594.20338339	4123968.47848308	
302594.325495792	4123969.14174164	
302594.447347215	4123969.79390417	
302594.551195242	4123970.43538794	
302594.690267125	4123971.06494112	
302594.829599954	4123971.70559033	
302594.959539633	4123972.32425612	
302595.08060809	4123972.94313054	
302595.201415569	4123973.55090893	
302595.312829904	4123974.13670388	
302595.424505188	4123974.73359487	
302595.517916127	4123975.30871107	
302595.60219489	4123975.87293986	
302595.677863406	4123976.44847334	
302595.753009989	4123977.00181474	
302595.819024401	4123977.54426874	
302595.885038807	4123978.08672274	
302595.941660081	4123978.60719331	
302595.989410152	4123979.12787251	
302596.019156859	4123979.63787296	
302596.040032365	4123980.14808204	
302596.060385947	4123980.63609905	
302596.090132651	4123981.14609949	
302596.102919851	4123981.68980533	
302596.115707053	4123982.23351116	
302596.161369405	4123982.66542207	
302596.118319803	4123983.09941936	
302596.13815146	4123983.56524429	
302596.14102362	4123984.06477462	
302596.151201195	4123984.49752008	
302596.148071197	4123984.74184154	
302596.18173079	4123985.04080864	
302596.195821254	4123985.26252075	
302596.210694606	4123985.51752098	
302596.235222041	4123985.80560067	
302596.242789982	4123986.12738576	
302596.260272968	4123986.49334636	
302596.305413383	4123986.90306519	
302596.359164022	4123987.30147935	
302596.430135111	4123987.67728416	
302596.501889086	4123988.08637709	
302596.574425945	4123988.52875812	
302596.656355914	4123988.99312259	
302596.733329134	4123989.62413627	
302596.825696055	4123990.15486833	
302596.900842519	4123990.70820974	
302596.985643051	4123991.29463063	
302597.079053798	4123991.86974685	
302597.172986462	4123992.46705514	
302597.249176746	4123993.06478071	
302597.360851759	4123993.66167173	
302597.419299659	4123994.25981457	
302597.505143992	4123994.89061961	
302597.600381421	4123995.5434081	
302597.705011949	4123996.21818002	
302597.709188888	4123996.77319054	
302597.767114837	4123997.34914131	
302597.862352236	4123998.0019298	
302597.949501332	4123998.68821503	
302598.037172345	4123999.39669235	
302598.142324739	4124000.09365635	
302598.229734767	4124000.79103763	
302598.326015963	4124001.48821027	
302598.429863512	4124002.12969409	
302598.524578914	4124002.76029051	
302598.619033344	4124003.3797909	
302598.722358937	4124003.99908265	
302598.825162595	4124004.59618232	
302598.936837415	4124005.19307336	
302599.048251259	4124005.77886836	
302599.159665093	4124006.36466336	
302599.271600837	4124006.97265044	
302599.400756985	4124007.55802818	
302599.512170781	4124008.14382318	
302599.605842228	4124008.73003546	
302599.913987448	4124009.37781672	
302599.998526734	4124009.9531416	
302600.074455806	4124010.53977116	
302600.141252746	4124011.11551331	
302600.217181806	4124011.70214287	
302600.275107569	4124012.27809366	
302600.332772367	4124012.84294841	
302600.390698121	4124013.4188992	
302600.44001367	4124014.00615467	
302600.480197092	4124014.58252273	
302600.520119551	4124015.14779475	
302600.559520089	4124015.6908747	
302600.581961186	4124016.26766004	
302600.621883641	4124016.83293206	
302600.679287451	4124017.38669078	
302600.754172613	4124017.92893619	
302600.829057769	4124018.47118161	
302600.922468113	4124019.04629786	
302601.016139408	4124019.63251016	
302601.100939536	4124020.21893109	
302601.195132732	4124020.82733547	
302601.33420361	4124021.45688875	
302601.463881397	4124022.06445859	
302601.594081089	4124022.6942205	
302601.733673836	4124023.34596586	
302601.864134456	4124023.98682382	
302602.003205252	4124024.61637711	
302602.13340488	4124025.24613904	
302602.263604492	4124025.87590096	
302602.366929685	4124026.49519275	
302602.416767014	4124027.10464031	
302602.484346638	4124027.7136706	
302602.552448172	4124028.34489296	
302602.621071618	4124028.9983074	
302602.672474683	4124029.67433119	
302602.715528518	4124030.37275568	
302602.758843308	4124031.08227621	
302602.793025995	4124031.78090934	
302602.818337538	4124032.47975111	
302602.896614976	4124033.16624503	
302602.956889165	4124033.84206019	
302603.026034489	4124034.51766671	
302603.104311906	4124035.20416064	
302603.191721411	4124035.90154198	
302603.279913783	4124036.63221143	
302603.368367105	4124037.37397691	
302603.466474427	4124038.14882189	
302603.565103654	4124038.94585894	
302603.655122694	4124039.75420066	
302603.754534772	4124040.58452582	
302603.863339887	4124041.43683444	
302603.963534815	4124042.30044772	
302604.109652574	4124043.607068	
302604.183755995	4124044.49349926	
302604.249249237	4124045.3912352	
302604.226032641	4124046.66853138	
302604.307963346	4124047.51036986	
302604.333274831	4124048.20921164	
302604.423293774	4124049.01755337	
302604.496092375	4124049.84850445	
302604.612463713	4124050.64512425	
302604.719963911	4124051.44195268	
302604.835813301	4124052.21638041	
302604.969665878	4124053.00148692	
302605.085254278	4124053.76481861	
302605.183100427	4124054.52856757	
302605.308081833	4124055.31388271	
302605.406188912	4124056.08872771	
302605.530387416	4124056.84075474	
302605.629538298	4124057.65998389	
302605.719296137	4124058.4572296	
302605.755305367	4124059.23353503	
302605.872720359	4124060.074539	
302605.962217215	4124060.86068868	
302606.068934368	4124061.62422902	
302606.238271198	4124062.40850102	
302606.300893725	4124063.18418055	
302606.25419241	4124063.84030723	
302606.287592041	4124064.50565228	
302606.331950435	4124065.259557	
302606.321516443	4124065.94813728	
302606.258377733	4124066.66016142	
302606.222111873	4124067.00518177	
302606.14931921	4124067.68412643	
302606.165758078	4124068.00570291	
302606.16393427	4124068.68297852	
302606.269606093	4124069.02466077	
302606.357013788	4124069.34456821	
302606.329097134	4124069.66718785	
302606.300919528	4124069.97871145	
302606.290484128	4124070.28981779	
302606.334058216	4124070.63296046	
302606.367979776	4124071.32049759	
302606.420426411	4124072.04090557	
302606.437388641	4124072.76214808	
302606.454872788	4124073.50558266	
302606.447570346	4124074.32731541	
302606.404261607	4124075.12769061	
302606.404784985	4124075.52735663	
302606.378957501	4124076.31621853	
302606.414183865	4124077.05923585	
302606.361221198	4124077.82653157	
302606.308257066	4124078.21635334	
302606.335132786	4124078.60429743	
302606.362270943	4124079.3808115	
302606.478380982	4124080.1663353	
302606.488559824	4124080.97655476	
302606.489866098	4124081.4095089	
302606.543094125	4124081.78573106	
302606.60623707	4124082.20612874	
302606.615892516	4124082.61668217	
302606.617720707	4124083.07182839	
302606.543885923	4124084.08386286	
302606.545976577	4124084.92757906	
302606.628167971	4124085.78051363	
302606.557202279	4124086.53713058	
302606.584340456	4124087.31364466	
302606.603129466	4124088.11255945	
302606.622179438	4124088.92257028	
302606.649578578	4124089.71018041	
302606.705156714	4124090.56374087	
302606.761517724	4124091.45058945	
302606.700467028	4124092.25138193	
302606.69290226	4124092.68454471	
302606.694730491	4124093.13969093	
302606.643072824	4124093.96246686	
302606.618028404	4124094.7846169	
302606.609158859	4124095.16229949	
302606.582287742	4124095.90677725	
302606.572896286	4124096.26226776	
302606.55489626	4124097.0065369	
302606.545767314	4124097.7505974	
302606.500891576	4124098.10692244	
302606.535333579	4124098.43917771	
302606.597693596	4124098.82628728	
302606.667882389	4124099.54627802	
302606.693715822	4124100.26731192	
302606.674671986	4124100.9671969	
302606.64597421	4124101.6340024	
302606.61857968	4124101.97881414	
302606.694245505	4124102.17687378	
302606.699986616	4124102.42098664	
302606.671287293	4124102.71031819	
302606.672593652	4124103.14327234	
302606.669985617	4124103.40978591	
302606.668421423	4124103.72068363	
302606.667640107	4124104.06486947	
302606.667902634	4124104.45343947	
302606.650423028	4124104.84242673	
302606.642858333	4124105.27558952	
302606.63581556	4124105.73094439	
302606.638165773	4124106.2082827	
302606.623817702	4124106.73042243	
302606.64521485	4124107.26282367	
302606.656697094	4124107.75104939	
302606.668179339	4124108.23927511	
302606.670268602	4124108.70551739	
302606.699492973	4124109.19332584	
302606.719324361	4124109.65915085	
302606.729501809	4124110.09189638	
302606.757160418	4124110.5131286	
302606.802561145	4124110.93394355	
302606.82056581	4124111.32209629	
302606.847180575	4124111.69894436	
302606.900408514	4124112.07516653	
302606.952853569	4124112.41810058	
302607.032172755	4124112.77150477	
302607.137061267	4124113.07989891	
302607.268041024	4124113.36547508	
302607.398498853	4124113.62885918	
302607.511475522	4124113.90375657	
302607.615059209	4124114.15667052	
302607.71838193	4124114.39848844	
302607.821182729	4124114.61811427	
302607.95033573	4124114.82601818	
302608.08809882	4124115.02261741	
302608.225339987	4124115.19702457	
302608.459118919	4124115.32475264	
302608.56974691	4124115.49978569	
302608.716120073	4124115.68508027	
302608.88936735	4124115.88084499	
302609.090010654	4124116.10927195	
302609.336053046	4124116.38103991	
302609.625928775	4124116.62957266	
302609.977901861	4124116.87664501	
302610.354922348	4124117.05651525	
302610.722810809	4124117.2254981	
302611.072957151	4124117.39489822	
302611.423103477	4124117.56429836	
302611.746375677	4124117.72322835	
302612.06051586	4124117.87127094	
302612.374395076	4124118.0082175	
302612.697145333	4124118.14495545	
302612.993282426	4124118.28231929	
302613.271416452	4124118.40900435	
302613.567292573	4124118.53527217	
302613.863168684	4124118.66154	
302614.149651832	4124118.76582439	
302614.428046774	4124118.90360553	
302614.715312757	4124119.04117805	
302614.99344673	4124119.16786317	
302615.261926796	4124119.2614688	
302615.539277904	4124119.35486582	
302615.807497006	4124119.43737543	
302616.075455155	4124119.50878901	
302616.3697655	4124119.56848069	
302616.700864779	4124119.68281809	
302617.049184253	4124119.77454617	
302617.397242774	4124119.85517824	
