316696.349815411	4158048.94336378	
316696.537776623	4158049.44988938	
316696.755181695	4158050.08898468	
316696.953937646	4158050.68408518	
316697.116375551	4158051.23558106	
316697.279793594	4158051.83146194	
316697.424072453	4158052.36115551	
316697.577185761	4158052.890654	
316697.713365242	4158053.45383141	
316697.868683866	4158054.08319614	
316698.050750895	4158054.72307184	
316698.18570513	4158055.23076802	
316698.330228928	4158055.77155786	
316698.549349	4158056.48832695	
316698.712766867	4158057.08420785	
316698.867105218	4158057.6691876	
316699.039602542	4158058.27596967	
316699.229278683	4158058.86016906	
316699.486431852	4158059.69821655	
316699.77033338	4158060.54677503	
316700.089327637	4158061.38345692	
316700.306732195	4158062.02255231	
316700.542295699	4158062.68345002	
316700.813196982	4158063.34356739	
316701.093177712	4158064.01458592	
316701.500761274	4158064.86041321	
316701.731913999	4158065.32157847	
316701.98024553	4158065.76016106	
316702.246245936	4158066.19835349	
316702.538749662	4158066.63596066	
316703.174068355	4158067.38794577	
316703.544611829	4158067.75721969	
316703.931844039	4158068.08171847	
316704.345089496	4158068.38343951	
316705.01575903	4158068.73498435	
316705.462872021	4158068.96934761	
316705.944342654	4158069.15854556	
316706.460415961	4158069.31367446	
316706.957840243	4158069.42480855	
316707.710728357	4158069.49699655	
316708.232450709	4158069.50767924	
316708.75294793	4158069.46288071	
316709.281544526	4158069.38459839	
316709.791492142	4158069.26232127	
316710.291870256	4158069.10695051	
316710.782923895	4158068.92958236	
316711.246249103	4158068.69731822	
316711.736322698	4158068.47556514	
316712.207992362	4158068.22091349	
316712.661503118	4158067.94445952	
316713.123113294	4158067.63452175	
316713.584968521	4158067.33568027	
316714.255175267	4158066.86571327	
316714.752123355	4158066.5549953	
316715.475581938	4158066.09495422	
316715.981364565	4158065.78404125	
316716.487882272	4158065.50641707	
316717.047406712	4158065.22762249	
316717.57257344	4158064.99399322	
316718.142402474	4158064.78158114	
316718.713211582	4158064.61355409	
316719.311259095	4158064.47823062	
316719.901942237	4158064.40967975	
316720.493360414	4158064.37441767	
316721.112751999	4158064.40514793	
316721.750792507	4158064.47987309	
316722.363554683	4158064.61066474	
316722.960607986	4158064.83061656	
316723.549071813	4158065.06185973	
316724.112992292	4158065.38245813	
316724.607462154	4158065.76009832	
316725.094567543	4158066.20451109	
316725.512222309	4158066.70596563	
316725.896499256	4158067.29697043	
316726.192676684	4158067.90102212	
316726.513383013	4158068.81537865	
316726.669679239	4158069.48912884	
316726.782538226	4158070.19714308	
316726.84239054	4158070.90632769	
316726.875984519	4158071.62719373	
316726.873505727	4158072.31555128	
316726.862682501	4158073.02629638	
316726.86044872	4158073.72575018	
316726.893048322	4158074.80189125	
316726.900628997	4158075.54553498	
316726.951401859	4158076.24381841	
316727.054446335	4158076.90764272	
316727.209762412	4158077.53700792	
316727.680408743	4158078.4369522	
316728.044076181	4158078.89519223	
316728.494862924	4158079.29600041	
