316689.613447883	4158067.29885095	
316689.581038086	4158067.83244643	
316689.986429872	4158068.17874688	
316690.148132849	4158068.69695389	
316689.930444701	4158069.24574273	
316689.650425357	4158069.77370479	
316689.414088177	4158070.27849885	
316689.214314067	4158070.83799376	
316689.070977381	4158071.55166556	
316688.343097131	4158072.21163661	
316688.453018761	4158072.78649546	
316688.633370866	4158073.34869724	
316688.875073937	4158073.88734081	
316689.224505638	4158074.50131691	
316689.571486775	4158075.00433053	
316689.962395021	4158075.49527241	
316690.495879505	4158076.03857395	
316690.89292654	4158076.40726202	
316691.298562928	4158076.76465876	
316691.803093445	4158077.19758318	
316692.235723166	4158077.57658717	
316692.65092902	4158077.96707762	
316693.20969125	4158078.45431278	
316693.678393727	4158078.8658252	
316694.272738624	4158079.36337628	
316694.759109868	4158079.77449856	
316695.263149932	4158080.18523068	
316695.767189948	4158080.59596283	
316696.288898781	4158081.00630481	
316696.953918836	4158081.50229533	
316697.384587765	4158081.79252957	
316697.914640791	4158082.18048406	
316698.288614477	4158082.70510524	
316698.587488955	4158083.43121476	
316698.727343637	4158084.16083593	
316698.714317553	4158084.77171493	
316698.613437262	4158085.40673735	
316698.46887493	4158086.06492774	
316698.30688881	4158086.73460456	
316698.269564863	4158087.44593509	
316698.343412856	4158087.98828567	
316698.517625055	4158088.67274148	
316698.700671655	4158089.3570022	
316698.835625462	4158089.86469839	
316698.971069336	4158090.39458708	
316699.114857537	4158090.90208818	
316699.232387496	4158091.42127081	
316699.350652562	4158091.97374219	
316699.481427633	4158092.69246222	
316699.564354988	4158093.24571397	
316699.647527374	4158093.81006197	
316699.713030913	4158094.37480016	
316699.787613905	4158094.9504395	
316699.884276435	4158095.72542115	
316699.980448876	4158096.47821031	
316700.046687505	4158097.07623725	
316700.077343423	4158097.6639483	
316700.116588717	4158098.24036801	
316700.147244633	4158098.82807906	
316700.186489922	4158099.40449877	
316700.208311421	4158099.99240491	
316700.211974017	4158100.55850874	
316700.224961107	4158101.14660998	
316700.188862359	4158101.91342176	
316700.201359377	4158102.47933049	
316700.196187576	4158103.04562941	
316700.164512548	4158103.61251361	
316700.106089261	4158104.16888683	
316700.016248991	4158104.90358041	
316699.940401955	4158105.47144006	
316699.846641078	4158106.02859365	
316699.712873873	4158106.77535895	
316699.57002725	4158107.5112231	
316699.401167527	4158108.26986502	
316699.240897201	4158109.01721561	
316699.053878659	4158109.75405523	
316698.898277094	4158110.31257449	
316698.74243051	4158110.8599975	
316698.577749547	4158111.40761561	
316698.412823567	4158111.94413747	
316698.239308254	4158112.49195068	
316698.065547922	4158113.02866765	
316697.82503312	4158113.74448537	
316697.659862203	4158114.26991101	
316697.477512601	4158114.81791934	
316697.30326229	4158115.33244382	
316697.120422651	4158115.85825966	
316696.879908031	4158116.57407742	
316696.696823406	4158117.08879702	
316696.513983852	4158117.61461288	
316696.26414486	4158118.30843326	
316696.081305366	4158118.83424913	
316695.881532252	4158119.39374394	
316695.689858418	4158119.91975492	
316695.498184611	4158120.4457659	
316695.342093444	4158120.98209275	
316695.159499128	4158121.51900489	
316694.909905439	4158122.22392157	
