316660.634033856	4158023.41011592
316660.647770074	4158023.63184578
316660.652426711	4158023.84267451
316660.667388361	4158024.11988562
316660.698303399	4158024.31903272
316660.741484137	4158024.67333217
316660.765525364	4158024.9614444
316660.798156002	4158025.23826524
316660.820236539	4158025.43760747
316660.881331344	4158025.80261292
316660.931630963	4158026.07904351
316660.964506678	4158026.3669606
316660.997137307	4158026.64378145
316661.058477185	4158027.01988315
316661.073683909	4158027.3081905
316661.088400463	4158027.57430536
316661.103852273	4158027.87370896
316661.136482895	4158028.15052981
316661.158563422	4158028.34987204
316661.183339894	4158028.67127301
316661.197076102	4158028.89300287
316661.219646799	4158029.1145376
316661.242462581	4158029.34716858
316661.265278364	4158029.57979955
316661.299624578	4158029.93429415
316661.305016465	4158030.17841164
316661.348197167	4158030.5327111
316661.380092519	4158030.7762432
316661.420332189	4158030.99738767
316661.443147965	4158031.23001865
316661.457374338	4158031.47394101
316661.49196563	4158031.83953185
316661.523615891	4158032.0719677
316661.537842261	4158032.31589006
316661.580287693	4158032.63690078
316661.60334855	4158032.88062801
316661.617084747	4158033.10235787
316661.640145603	4158033.3460851
316661.662961372	4158033.57871608
316661.68528697	4158033.78915456
316661.701474021	4158034.12184691
316661.697786334	4158034.35506328
316661.67618459	4158034.57757366
316661.61310637	4158034.92311843
316661.494080221	4158035.13667898
316661.305603637	4158035.40728183
316661.158848621	4158035.56594653
316661.039087233	4158035.74621835
316660.876869042	4158036.00513956
316660.757352755	4158036.19650763
316660.646180782	4158036.36548807
316660.502121757	4158036.64621153
316660.288857408	4158036.99507354
316660.108970304	4158037.25438504
316659.980619572	4158037.44594825
316659.861103328	4158037.63731633
316659.750421571	4158037.82848929
316659.63066025	4158038.00876112
316659.519978504	4158038.19993408
316659.38303841	4158038.40278868
316659.229654807	4158038.66151481
316659.034059531	4158039.00998659
316658.985464262	4158039.21088987
316658.910855737	4158039.43457106
316658.889009003	4158039.6459852
316658.885076319	4158039.86810533
316658.881388726	4158040.1013217
316658.957211442	4158040.33278188
316659.006530719	4158040.56482746
316659.047505695	4158040.81926067
316659.105414355	4158041.04001487
316659.172402581	4158041.27167019
316659.25656958	4158041.48074274
316659.358405529	4158041.68942503
316659.460241474	4158041.89810732
316659.562322503	4158042.11788586
316659.690416778	4158042.31488651
316659.801332272	4158042.53446992
316659.947340578	4158042.74217655
316660.127461338	4158042.89362142
316660.282059018	4158043.09003668
316660.461689588	4158043.21928905
316660.658744016	4158043.33705492
316660.88181169	4158043.43204289
316661.087455495	4158043.53851739
316661.318622372	4158043.6000215
316661.540954771	4158043.66172074
316661.885989473	4158043.67630318
316662.150288467	4158043.63716055
316662.379249564	4158043.59879844
316662.730912975	4158043.51331953
316662.958893739	4158043.43057244
316663.177549861	4158043.32582799
316663.378046872	4158043.1992813
316663.586643111	4158043.03925073
316663.758921121	4158042.83561569
316663.904695712	4158042.63256603
316664.033046442	4158042.44100287
316664.134403581	4158042.2278326
316664.21784669	4158042.00395634
316664.283375766	4158041.76937409
316664.322156332	4158041.52428096
316664.334188387	4158041.26867697
316664.328551487	4158041.01346323
316664.296166071	4158040.74773862
316664.210773782	4158040.48318477
316664.107957614	4158040.23011743
316663.996061879	4158039.96614897
316663.945517326	4158039.67862212
316663.877548894	4158039.40258177
316663.809090292	4158039.10434892
316663.74087677	4158038.81721233
316663.663828762	4158038.53027086
316663.595615231	4158038.24313426
316663.518322132	4158037.94509655
316663.459188157	4158037.66886108
316663.41747806	4158037.3811391
316663.37576796	4158037.09341712
316663.324978293	4158036.79479403
316663.257009824	4158036.51875368
316663.215054633	4158036.21993546
316663.16451004	4158035.93240861
316663.096541562	4158035.65636827
316662.990784305	4158035.27014595
316662.923551069	4158035.02739435
316662.856562914	4158034.79573901
316662.715712783	4158034.42139345
316662.603816939	4158034.15742501
316662.491921089	4158033.89345656
316662.388614633	4158033.61819674
316662.28579834	4158033.36512942
316662.235743876	4158033.09979508
316662.236245482	4158032.72232747
316662.292940111	4158032.48794032
316662.367058633	4158032.24206668
316662.485839768	4158032.01740989
316662.57836253	4158031.80443474
316662.661805725	4158031.58055847
316662.768811384	4158031.22294182
316662.83434053	4158030.98835955
316662.900114764	4158030.76487354
316662.96564392	4158030.53029128
316663.031418162	4158030.30680527
316663.096947325	4158030.07222301
316663.12689345	4158029.82732501
316663.14825017	4158029.59371839
316663.125189358	4158029.34999116
316663.046670768	4158028.9964722
316662.979682582	4158028.76481686
316662.875150675	4158028.43407578
316662.896507396	4158028.20046916
316662.935778185	4158027.97756853
316662.988551544	4158027.56564141
316662.983404795	4158027.33262017
316662.931144582	4158026.96741959
316662.931891324	4158026.60104823
316662.935333985	4158026.35673562
316662.936080731	4158025.99036426
316662.886271345	4158025.73612616
316662.828362712	4158025.51537194
316662.761129416	4158025.27262035
316662.685551789	4158025.05225639
316662.51917837	4158024.72288122
316662.335871198	4158024.42718505
316662.181518343	4158024.24186599
316662.018576071	4158024.06783832
316661.855878875	4158023.9049069
316661.675757766	4158023.75346198
316661.469868415	4158023.63589121
316661.174408666	4158023.46479049
316660.952075737	4158023.40309124
316660.712318896	4158023.3528785
316660.481396548	4158023.30247064
316660.24237496	4158023.28554666
316660.003108284	4158023.25752644
316659.667152315	4158023.25384517
316659.314997879	4158023.31713167
316659.077446815	4158023.36678522
316658.847994986	4158023.3829549
316658.494860204	4158023.40185644
316658.257064057	4158023.44041377
316658.036691818	4158023.46748458
