316671.125755088	4158039.02046042	
316671.257537064	4158038.98424488	3
316671.415822479	4158038.94744399	3
316671.530180571	4158038.92271494	3
316671.670797028	4158038.88630428	3
316671.873254846	4158038.8485278	3
316672.031295194	4158038.80063067	3
316672.215838984	4158038.75214818	3
316672.453144583	4158038.69139874	3
316672.620264489	4158038.65440275	3
316672.769960506	4158038.62889325	3
316672.998921774	4158038.59053144	3
316673.139783314	4158038.56521706	3
316673.289724405	4158038.55080382	3
316673.430831016	4158038.53658569	3
316673.598441068	4158038.52178222	3
316673.809978451	4158038.49490692	3
316674.003846874	4158038.46842185	3
316674.118450046	4158038.45478909	3
316674.33047757	4158038.4501063	3
316674.648273786	4158038.43198588	3
316674.754532616	4158038.44074073	3
316674.869380859	4158038.43820423	3
316675.072573903	4158038.43371658	3
316675.178832732	4158038.44247144	3
316675.284846494	4158038.44013006	3
316675.488039535	4158038.43564241	3
316675.700067058	4158038.43095966	3
316675.89442562	4158038.42666714	3
316676.088784184	4158038.42237462	3
316676.283142746	4158038.41808211	3
316676.389156507	4158038.41574074	3
316676.504004748	4158038.41320426	3
316676.671614804	4158038.39840085	3
316676.839469926	4158038.39469369	3
316677.006344786	4158038.34660154	3
316677.111378287	4158038.29987518	3
316677.226226529	4158038.29733871	3
316677.341564902	4158038.31699474	3
316677.456658208	4158038.32555453	3
316677.615188722	4158038.29985	3
316677.7297919	4158038.28621729	3
316677.844885207	4158038.29477707	3
316677.968812994	4158038.30314175	3
316678.091760523	4158038.26712143	3
316678.214953118	4158038.24219736	3
316678.373483635	4158038.21649285	3
316678.489067068	4158038.24724514	3
316678.639498295	4158038.25502449	3
316678.762445828	4158038.21900419	3
316678.867479339	4158038.17227785	3
316678.973248039	4158038.15884027	3
316679.0966857	4158038.14501246	3
316679.210308631	4158038.08699478	3
316679.324176627	4158038.04007334	3
316679.44761429	4158038.02624554	3
316679.562217473	4158038.01261285	3
316679.676330533	4158037.97678767	3
316679.772284509	4158037.9191602	3
316679.886397571	4158037.88333502	3
316679.991676153	4158037.84770495	3
316680.105789216	4158037.81187978	3
316680.219412159	4158037.7538621	3
316680.323955561	4158037.68494329	3
316680.47291643	4158037.62614518	3
316680.587029497	4158037.59032001	3
316680.682983484	4158037.53269256	3
316680.769857931	4158037.46416397	3
316680.875136521	4158037.42853391	3
316681.024342458	4158037.38083206	3
