316684.97013762	4158030.34405062
316684.972833216	4158030.46610936
316684.984363299	4158030.58797299
316684.987794057	4158030.74332048
316684.972575623	4158030.85467318
316684.983860654	4158030.96544056
316684.988761738	4158031.18736554
316684.9828679	4158031.32071563
316684.977219119	4158031.46516198
316684.962980904	4158031.62089967
316684.957577177	4158031.77644226
316684.960762883	4158031.9206935
316684.94652467	4158032.07643119
316684.932286458	4158032.23216889
316684.916822975	4158032.33242534
316684.901359492	4158032.43268179
316684.878286796	4158032.58861459
316684.853988829	4158032.68906614
316684.822081649	4158032.84519405
316684.797783683	4158032.94564561
316684.757777185	4158033.13525736
316684.691267232	4158033.32545443
316684.632366495	4158033.45997516
316684.582790353	4158033.61649327
316684.524134674	4158033.76211025
316684.474313483	4158033.90753212
316684.406578268	4158034.04224795
316684.338843057	4158034.17696378
316684.271352903	4158034.32277586
316684.194538156	4158034.44659055
316684.075511438	4158034.66015076
316683.97317347	4158034.82893576
316683.887769306	4158034.96404181
316683.810954571	4158035.0878565
316683.725305356	4158035.2118663
316683.613887863	4158035.36975016
316683.544927394	4158035.44898476
316683.424920482	4158035.61815998
316683.321357257	4158035.73146375
316683.157913112	4158035.93490326
316683.088952653	4158036.01413785
316682.950786679	4158036.1615108
316682.872746684	4158036.22984426
316682.760348991	4158036.34334314
316682.638871762	4158036.44594088
316682.55199729	4158036.51446945
316682.430765124	4158036.62816344
316682.343890656	4158036.69669201
316682.143883337	4158036.84543073
316682.013326583	4158036.93712734
316681.891604313	4158037.02862884
316681.751968025	4158037.10942432
316681.664848507	4158037.16685665
316681.534046704	4158037.24745702
316681.394165362	4158037.31715625
316681.254284024	4158037.38685548
316681.114402687	4158037.45655472
316680.974766412	4158037.5373502
316680.834885081	4158037.60704945
316680.69475869	4158037.66565244
316680.554632301	4158037.72425544
316680.414505916	4158037.78285844
316680.274379531	4158037.84146143
316680.124928545	4158037.87806705
316679.966643079	4158037.91486778
316679.817192096	4158037.9514734
316679.667496052	4158037.97698278
316679.517800009	4158038.00249215
316679.368349029	4158038.03909778
316679.218407925	4158038.05351092
316679.068466821	4158038.06792405
316678.918525718	4158038.08233719
316678.759260008	4158038.07475295
316678.600239362	4158038.07826495
316678.450053196	4158038.08158185
316678.299867028	4158038.08489875
316678.132011901	4158038.08860588
316677.87581197	4158038.09426414
316677.725625804	4158038.09758105
316677.566605157	4158038.10109307
316677.416173926	4158038.09331374
316677.265742694	4158038.08553441
316677.106722046	4158038.08904645
316676.964880228	4158038.06997576
316676.822793345	4158038.03980883
316676.671871979	4158038.00983701
316676.529540026	4158037.96857384
316676.39555242	4158037.90492305
316676.244140917	4158037.85275874
316676.109663173	4158037.76691546
316675.984264974	4158037.69197331
316675.849787226	4158037.60613003
316675.724143955	4158037.52009164
316675.616169644	4158037.43366303
316675.499115783	4158037.33633328
316675.364638024	4158037.25049001
316675.238994742	4158037.16445162
316675.113106391	4158037.06731699
316674.995807449	4158036.958891
316674.878508506	4158036.85046501
316674.753110282	4158036.77552288
316674.636301469	4158036.68928939
316674.519247585	4158036.59195965
316674.393604285	4158036.50592128
316674.312623532	4158036.44109983
316674.19556964	4158036.3437701
316674.069681264	4158036.24663548
316673.988700507	4158036.18181403
316673.871891677	4158036.09558055
316673.782076433	4158036.03095422
316673.656188047	4158035.93381961
316673.547968624	4158035.83629477
316673.430669645	4158035.7278688
316673.313860803	4158035.64163533
316673.187972406	4158035.54450072
316673.07116356	4158035.45826725
316672.954109641	4158035.36093754
316672.845890202	4158035.2634127
316672.728836276	4158035.16608299
316672.612272491	4158035.09094578
316672.49521856	4158034.99361607
316672.377919557	4158034.88519011
316672.269700105	4158034.78766528
316672.152401094	4158034.67923933
316672.044181637	4158034.5817145
316671.872405282	4158034.40788177
316671.781364644	4158034.28777421
316671.644436073	4158034.0909685
316671.562229913	4158033.97066583
316671.480268824	4158033.86145941
316671.398062659	4158033.74115674
316671.287637527	4158033.54376568
316671.176722244	4158033.32418213
316671.084211147	4158033.13749708
316671.000779604	4158032.96171317
316670.924957179	4158032.73025289
316670.877598796	4158032.58697725
316670.820670705	4158032.41060797
316670.773312319	4158032.26733233
316670.734543345	4158032.11276532
316670.70485393	4158031.96909944
316670.666084953	4158031.81453243
316670.636150464	4158031.6597703
316670.616030754	4158031.54919805
316670.596156117	4158031.44972204
316670.576036407	4158031.33914979
316670.54512162	4158031.14000266
316670.534081471	4158031.04033154
316670.521815953	4158030.88517917
316670.508325068	4158030.67454555
316670.505874333	4158030.56358306
316670.48575462	4158030.45301081
316670.473489102	4158030.29785844
316670.461223583	4158030.14270607
316670.439878501	4158029.97665257
316670.428593277	4158029.8658852
316670.416082685	4158029.69963658
316670.412896728	4158029.55538534
316670.400631208	4158029.40023297
316670.388120615	4158029.23398435
316670.376100168	4158029.08992823
316670.363834648	4158028.93477586
316670.342489563	4158028.76872236
316670.321389551	4158028.61376511
316670.326547939	4158028.44712625
316670.305447926	4158028.292169
316670.284592987	4158028.148308
316670.263738047	4158028.004447
316670.242638033	4158027.84948975
316670.230372511	4158027.69433738
316670.218106987	4158027.53918502
316670.18817248	4158027.38442289
316670.16682739	4158027.21836939
316670.154561866	4158027.06321702
316670.133461849	4158026.90825977
316670.122421694	4158026.80858865
316670.110156168	4158026.65343628
316670.097890643	4158026.49828391
316670.085625117	4158026.34313154
